,Argument ID,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity,Conclusion,Stance,Premise,Cleaned_Premise,Cleaned_Conclusion,Cleaned_BOW,Cosine_Similarity_Self-direction: thought,Cosine_Similarity_Self-direction: action,Cosine_Similarity_Stimulation,Cosine_Similarity_Hedonism,Cosine_Similarity_Achievement,Cosine_Similarity_Power: dominance,Cosine_Similarity_Power: resources,Cosine_Similarity_Face,Cosine_Similarity_Security: personal,Cosine_Similarity_Security: societal,Cosine_Similarity_Tradition,Cosine_Similarity_Conformity: rules,Cosine_Similarity_Conformity: interpersonal,Cosine_Similarity_Humility,Cosine_Similarity_Benevolence: caring,Cosine_Similarity_Benevolence: dependability,Cosine_Similarity_Universalism: concern,Cosine_Similarity_Universalism: nature,Cosine_Similarity_Universalism: tolerance,Cosine_Similarity_Universalism: objectivity
1666,A19447,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,We should abolish the right to keep and bear arms,against,We should not abolish the right to keep and bear arms as we have a right to defend ourselves given by the constitution.,"['abolish', 'right', 'keep', 'bear', 'arm', 'right', 'defend', 'given', 'constitution']","['abolish', 'right', 'keep', 'bear', 'arm']",We should not abolish the right to keep and bear arms as we have a right to defend ourselves given by the constitution. We should abolish the right to keep and bear arms against,0.0,1.0000000000000002,1.0000000000000002,0.0,0.0,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002
1667,A19448,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,We should adopt gender-neutral language,in favor of,"gender-neutral language takes gender out of the equation, so that people can focus on content, not gender.","['genderneutral', 'language', 'take', 'gender', 'equation', 'people', 'focus', 'content', 'gender']","['adopt', 'genderneutral', 'language']","gender-neutral language takes gender out of the equation, so that people can focus on content, not gender. We should adopt gender-neutral language in favor of",0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1668,A19449,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,The use of public defenders should be mandatory,in favor of,"using public defenders would be a fairer system ensuring that everyone has the same level of representation, not just those who can afford better.","['using', 'public', 'defender', 'would', 'fairer', 'system', 'ensuring', 'everyone', 'level', 'representation', 'afford', 'better']","['use', 'public', 'defender', 'mandatory']","using public defenders would be a fairer system ensuring that everyone has the same level of representation, not just those who can afford better. The use of public defenders should be mandatory in favor of",0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1669,A19451,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,We should ban cosmetic surgery for minors,in favor of,cosmetic surgery for beautification is unnecessary for minors because their body hasn't finished developing yet.,"['cosmetic', 'surgery', 'beautification', 'unnecessary', 'minor', 'body', 'hasnt', 'finished', 'developing', 'yet']","['ban', 'cosmetic', 'surgery', 'minor']",cosmetic surgery for beautification is unnecessary for minors because their body hasn't finished developing yet. We should ban cosmetic surgery for minors in favor of,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1670,A19452,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,We should legalize organ trade,against,we shouldn't legalize organ trade because is horror for familiys,"['shouldnt', 'legalize', 'organ', 'trade', 'horror', 'familiys']","['legalize', 'organ', 'trade']",we shouldn't legalize organ trade because is horror for familiys We should legalize organ trade against,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1671,A19453,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,We should abolish zoos,in favor of,Zoos are just a place for animals to be locked up and stared at by people.,"['zoo', 'place', 'animal', 'locked', 'stared', 'people']","['abolish', 'zoo']",Zoos are just a place for animals to be locked up and stared at by people. We should abolish zoos in favor of,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1672,A19454,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,The vow of celibacy should be abandoned,in favor of,the vow of celibacy puts undue pressure on priests to have a lifestyle that is unnatural and has been linked to child abuse cases because of their frustration.,"['vow', 'celibacy', 'put', 'undue', 'pressure', 'priest', 'lifestyle', 'unnatural', 'linked', 'child', 'abuse', 'case', 'frustration']","['vow', 'celibacy', 'abandoned']",the vow of celibacy puts undue pressure on priests to have a lifestyle that is unnatural and has been linked to child abuse cases because of their frustration. The vow of celibacy should be abandoned in favor of,0.0,1.0000000000000002,1.0000000000000002,0.0,0.0,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002
1673,A19455,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,We should subsidize Wikipedia,in favor of,subsidising wikipedia would give it the funds needed to continue this valuable informative tool without needing to beg for funds.,"['subsidising', 'wikipedia', 'would', 'give', 'fund', 'needed', 'continue', 'valuable', 'informative', 'tool', 'without', 'needing', 'beg', 'fund']","['subsidize', 'wikipedia']",subsidising wikipedia would give it the funds needed to continue this valuable informative tool without needing to beg for funds. We should subsidize Wikipedia in favor of,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1674,A19456,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,We should abolish safe spaces,against,some people fear of retribution  from those that oppose their thoughts and ideas.  this is a place they can feel safe.,"['people', 'fear', 'retribution', 'oppose', 'thought', 'idea', 'place', 'feel', 'safe']","['abolish', 'safe', 'space']",some people fear of retribution  from those that oppose their thoughts and ideas.  this is a place they can feel safe. We should abolish safe spaces against,0.0,1.0000000000000002,1.0000000000000002,0.0,0.0,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002
1675,A19457,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,We should legalize organ trade,in favor of,"Organs, as part of our bodies, are our property and should not be regulated by the government; we should be free to sell them on an open market.","['organ', 'part', 'body', 'property', 'regulated', 'government', 'free', 'sell', 'open', 'market']","['legalize', 'organ', 'trade']","Organs, as part of our bodies, are our property and should not be regulated by the government; we should be free to sell them on an open market. We should legalize organ trade in favor of",0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1676,A19458,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,We should subsidize embryonic stem cell research,in favor of,"embryonic stem cell research can create significant, life saving advancements in medicine.","['embryonic', 'stem', 'cell', 'research', 'create', 'significant', 'life', 'saving', 'advancement', 'medicine']","['subsidize', 'embryonic', 'stem', 'cell', 'research']","embryonic stem cell research can create significant, life saving advancements in medicine. We should subsidize embryonic stem cell research in favor of",0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1677,A19460,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,We should legalize prostitution,in favor of,Legalization of prostitution will save millions of dollars in state resources that are currently spent cracking completely harmless small time prostitutes.,"['legalization', 'prostitution', 'save', 'million', 'dollar', 'state', 'resource', 'currently', 'spent', 'cracking', 'completely', 'harmless', 'small', 'time', 'prostitute']","['legalize', 'prostitution']",Legalization of prostitution will save millions of dollars in state resources that are currently spent cracking completely harmless small time prostitutes. We should legalize prostitution in favor of,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1678,A19462,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,We should ban telemarketing,against,Banning telemarketing will create job losses for many people who work in this industry.,"['banning', 'telemarketing', 'create', 'job', 'loss', 'many', 'people', 'work', 'industry']","['ban', 'telemarketing']",Banning telemarketing will create job losses for many people who work in this industry. We should ban telemarketing against,0.0,1.0000000000000002,1.0000000000000002,0.0,0.0,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002
1679,A19463,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,We should abolish the right to keep and bear arms,in favor of,we need to stop all the shootings that are happening and abolishing the right to keep and bear arms is a good start,"['need', 'stop', 'shooting', 'happening', 'abolishing', 'right', 'keep', 'bear', 'arm', 'good', 'start']","['abolish', 'right', 'keep', 'bear', 'arm']",we need to stop all the shootings that are happening and abolishing the right to keep and bear arms is a good start We should abolish the right to keep and bear arms in favor of,0.0,1.0000000000000002,1.0000000000000002,0.0,0.0,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002
1680,A19464,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,We should adopt an austerity regime,against,we should not allow an austerity regime because it will completely destroy the country by causing worse economic demise.,"['allow', 'austerity', 'regime', 'completely', 'destroy', 'country', 'causing', 'worse', 'economic', 'demise']","['adopt', 'austerity', 'regime']",we should not allow an austerity regime because it will completely destroy the country by causing worse economic demise. We should adopt an austerity regime against,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1681,A19465,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,We should ban whaling,against,whaling is a traditional occupation of some cultures and their cultural heritage would be lost if they were not able to continue whaling.,"['whaling', 'traditional', 'occupation', 'culture', 'cultural', 'heritage', 'would', 'lost', 'able', 'continue', 'whaling']","['ban', 'whaling']",whaling is a traditional occupation of some cultures and their cultural heritage would be lost if they were not able to continue whaling. We should ban whaling against,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1682,A19467,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,We should ban human cloning,against,"human cloning allows for the study of genetic disorders, opening the door for huge leaps in medical science and disease cures.","['human', 'cloning', 'allows', 'study', 'genetic', 'disorder', 'opening', 'door', 'huge', 'leap', 'medical', 'science', 'disease', 'cure']","['ban', 'human', 'cloning']","human cloning allows for the study of genetic disorders, opening the door for huge leaps in medical science and disease cures. We should ban human cloning against",0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1683,A19468,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Assisted suicide should be a criminal offence,in favor of,assisted suicide is murder by another name and should remain illegal,"['assisted', 'suicide', 'murder', 'another', 'name', 'remain', 'illegal']","['assisted', 'suicide', 'criminal', 'offence']",assisted suicide is murder by another name and should remain illegal Assisted suicide should be a criminal offence in favor of,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1684,A19469,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,Intelligence tests bring more harm than good,in favor of,intelligence tests bring more harm than good because it will give people low self esteem if they get a low score on the test,"['intelligence', 'test', 'bring', 'harm', 'good', 'give', 'people', 'low', 'self', 'esteem', 'get', 'low', 'score', 'test']","['intelligence', 'test', 'bring', 'harm', 'good']",intelligence tests bring more harm than good because it will give people low self esteem if they get a low score on the test Intelligence tests bring more harm than good in favor of,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1685,A19470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,We should abolish zoos,in favor of,some zoos have terrible living conditions and the animals aren't stimulated at all,"['zoo', 'terrible', 'living', 'condition', 'animal', 'arent', 'stimulated']","['abolish', 'zoo']",some zoos have terrible living conditions and the animals aren't stimulated at all We should abolish zoos in favor of,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1686,A19471,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,We should prohibit flag burning,in favor of,flag burning is an insult to all those that served the country.,"['flag', 'burning', 'insult', 'served', 'country']","['prohibit', 'flag', 'burning']",flag burning is an insult to all those that served the country. We should prohibit flag burning in favor of,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1687,A19472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,We should ban whaling,in favor of,whaling is barbaric and cruel to whales and should therefore be banned,"['whaling', 'barbaric', 'cruel', 'whale', 'therefore', 'banned']","['ban', 'whaling']",whaling is barbaric and cruel to whales and should therefore be banned We should ban whaling in favor of,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1688,A19473,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Social media brings more harm than good,in favor of,social media can be detrimental to mental health as it can lead to inaccurate ideas about other people's lives. this is because people will often post the best parts of their lives.,"['social', 'medium', 'detrimental', 'mental', 'health', 'lead', 'inaccurate', 'idea', 'people', 'life', 'people', 'often', 'post', 'best', 'part', 'life']","['social', 'medium', 'brings', 'harm', 'good']",social media can be detrimental to mental health as it can lead to inaccurate ideas about other people's lives. this is because people will often post the best parts of their lives. Social media brings more harm than good in favor of,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1689,A19474,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,We should abolish the three-strikes laws,against,"We should not abolish the three-strikes laws, because crime has fallen since they were introduced.","['abolish', 'threestrikes', 'law', 'crime', 'fallen', 'since', 'introduced']","['abolish', 'threestrikes', 'law']","We should not abolish the three-strikes laws, because crime has fallen since they were introduced. We should abolish the three-strikes laws against",0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1690,A19475,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,Payday loans should be banned,in favor of,"yes, you need to make workers aware of what they can really spend, no borrowing","['yes', 'need', 'make', 'worker', 'aware', 'really', 'spend', 'borrowing']","['payday', 'loan', 'banned']","yes, you need to make workers aware of what they can really spend, no borrowing Payday loans should be banned in favor of",0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1691,A19476,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,We should abolish the right to keep and bear arms,in favor of,guns are much too dangerous and often get in the wrong hands,"['gun', 'much', 'dangerous', 'often', 'get', 'wrong', 'hand']","['abolish', 'right', 'keep', 'bear', 'arm']",guns are much too dangerous and often get in the wrong hands We should abolish the right to keep and bear arms in favor of,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1692,A19478,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,We should end racial profiling,in favor of,Racial profiling is anti-meritocratic because it puts people down solely because of their race.,"['racial', 'profiling', 'antimeritocratic', 'put', 'people', 'solely', 'race']","['end', 'racial', 'profiling']",Racial profiling is anti-meritocratic because it puts people down solely because of their race. We should end racial profiling in favor of,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1693,A19480,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,We should ban private military companies,in favor of,private military companies do not all follow the rules of the country,"['private', 'military', 'company', 'follow', 'rule', 'country']","['ban', 'private', 'military', 'company']",private military companies do not all follow the rules of the country We should ban private military companies in favor of,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1694,A19481,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,We should end mandatory retirement,in favor of,if someone can still work they should be allowed. it will cause less strain on social security.,"['someone', 'still', 'work', 'allowed', 'cause', 'le', 'strain', 'social', 'security']","['end', 'mandatory', 'retirement']",if someone can still work they should be allowed. it will cause less strain on social security. We should end mandatory retirement in favor of,0.0,1.0000000000000002,1.0000000000000002,0.0,0.0,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002
1695,A19482,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,We should ban naturopathy,against,people should be able to make their own choices about their health as long as they aren't harming other people.,"['people', 'able', 'make', 'choice', 'health', 'long', 'arent', 'harming', 'people']","['ban', 'naturopathy']",people should be able to make their own choices about their health as long as they aren't harming other people. We should ban naturopathy against,0.0,1.0000000000000002,1.0000000000000002,0.0,0.0,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002
1696,A19483,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,We should introduce compulsory voting,against,no one should be forced to do something they do not want to do,"['one', 'forced', 'something', 'want']","['introduce', 'compulsory', 'voting']",no one should be forced to do something they do not want to do We should introduce compulsory voting against,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1697,A19484,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,We should adopt an austerity regime,in favor of,"it's about getting the deficit down and engaging in austerity regime, the overall impact on the economy is positive in the short term","['getting', 'deficit', 'engaging', 'austerity', 'regime', 'overall', 'impact', 'economy', 'positive', 'short', 'term']","['adopt', 'austerity', 'regime']","it's about getting the deficit down and engaging in austerity regime, the overall impact on the economy is positive in the short term We should adopt an austerity regime in favor of",0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1698,A19485,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Blockade of the Gaza Strip should be ended,in favor of,The Palestinian people in Gaza cannot properly build up their economy and become a truly independent people without ending the blockade.,"['palestinian', 'people', 'gaza', 'cannot', 'properly', 'build', 'economy', 'become', 'truly', 'independent', 'people', 'without', 'ending', 'blockade']","['blockade', 'gaza', 'strip', 'ended']",The Palestinian people in Gaza cannot properly build up their economy and become a truly independent people without ending the blockade. Blockade of the Gaza Strip should be ended in favor of,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1699,A19486,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,We should abolish intellectual property rights,against,people have the right to profit from their ideas,"['people', 'right', 'profit', 'idea']","['abolish', 'intellectual', 'property', 'right']",people have the right to profit from their ideas We should abolish intellectual property rights against,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1700,A19487,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Intelligence tests bring more harm than good,against,intelligence tests give confidence to those placed behind their level,"['intelligence', 'test', 'give', 'confidence', 'placed', 'behind', 'level']","['intelligence', 'test', 'bring', 'harm', 'good']",intelligence tests give confidence to those placed behind their level Intelligence tests bring more harm than good against,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1701,A19488,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,We should adopt libertarianism,against,"there won't be a government to provide order in society, there are many types of evil in this world & because of this people cannot be trusted to respect other people which will lead to violent attacks","['wont', 'government', 'provide', 'order', 'society', 'many', 'type', 'evil', 'world', 'people', 'cannot', 'trusted', 'respect', 'people', 'lead', 'violent', 'attack']","['adopt', 'libertarianism']","there won't be a government to provide order in society, there are many types of evil in this world & because of this people cannot be trusted to respect other people which will lead to violent attacks We should adopt libertarianism against",0.0,1.0000000000000002,1.0000000000000002,0.0,0.0,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002
1702,A19489,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,We should ban human cloning,against,we should not ban human cloning because it can help save lifes,"['ban', 'human', 'cloning', 'help', 'save', 'life']","['ban', 'human', 'cloning']",we should not ban human cloning because it can help save lifes We should ban human cloning against,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1703,A19490,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Holocaust denial should be a criminal offence,against,"it's just freedom of speech, you can't arrest someone for not believing something","['freedom', 'speech', 'cant', 'arrest', 'someone', 'believing', 'something']","['holocaust', 'denial', 'criminal', 'offence']","it's just freedom of speech, you can't arrest someone for not believing something Holocaust denial should be a criminal offence against",0.0,1.0000000000000002,1.0000000000000002,0.0,0.0,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002
1704,A19491,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,We should abolish the Olympic Games,against,the olympic games are necessary to promote healthy competition in the world and show the cultures of many countries.,"['olympic', 'game', 'necessary', 'promote', 'healthy', 'competition', 'world', 'show', 'culture', 'many', 'country']","['abolish', 'olympic', 'game']",the olympic games are necessary to promote healthy competition in the world and show the cultures of many countries. We should abolish the Olympic Games against,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1705,A19492,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,We should ban telemarketing,against,telemarketing could bring worthwhile products to the attention of people who would not otherwise be aware of them.,"['telemarketing', 'could', 'bring', 'worthwhile', 'product', 'attention', 'people', 'would', 'otherwise', 'aware']","['ban', 'telemarketing']",telemarketing could bring worthwhile products to the attention of people who would not otherwise be aware of them. We should ban telemarketing against,0.0,1.0000000000000002,1.0000000000000002,0.0,0.0,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002
1706,A19493,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Surrogacy should be banned,against,surrogacy should not be banned because it benefit women or couples that cannot get pregnant themselves,"['surrogacy', 'banned', 'benefit', 'woman', 'couple', 'cannot', 'get', 'pregnant']","['surrogacy', 'banned']",surrogacy should not be banned because it benefit women or couples that cannot get pregnant themselves Surrogacy should be banned against,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1707,A19494,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,We should end the use of economic sanctions,against,economic sanctions must be retained as it is the only way in which dishonest countries can be made to mend their ways.,"['economic', 'sanction', 'must', 'retained', 'way', 'dishonest', 'country', 'made', 'mend', 'way']","['end', 'use', 'economic', 'sanction']",economic sanctions must be retained as it is the only way in which dishonest countries can be made to mend their ways. We should end the use of economic sanctions against,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1708,A19495,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,We should abolish the three-strikes laws,in favor of,"we should abolish the three-strikes laws and just stick to one law, because it may stop reoffending if it's that harsh","['abolish', 'threestrikes', 'law', 'stick', 'one', 'law', 'may', 'stop', 'reoffending', 'harsh']","['abolish', 'threestrikes', 'law']","we should abolish the three-strikes laws and just stick to one law, because it may stop reoffending if it's that harsh We should abolish the three-strikes laws in favor of",0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1709,A19496,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,We should ban cosmetic surgery for minors,in favor of,Allowing cosmetic surgery for minors creates more risk for doctors and therefore more frivolous lawsuits and money spent on malpractice insurance. This is bad for the healthcare system overall.,"['allowing', 'cosmetic', 'surgery', 'minor', 'creates', 'risk', 'doctor', 'therefore', 'frivolous', 'lawsuit', 'money', 'spent', 'malpractice', 'insurance', 'bad', 'healthcare', 'system', 'overall']","['ban', 'cosmetic', 'surgery', 'minor']",Allowing cosmetic surgery for minors creates more risk for doctors and therefore more frivolous lawsuits and money spent on malpractice insurance. This is bad for the healthcare system overall. We should ban cosmetic surgery for minors in favor of,0.0,1.0000000000000002,1.0000000000000002,0.0,0.0,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,1.0000000000000002,0.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002
